Sl.no,Vehicle Number,Country,Latt/lang,Coordinates,Latitude,Longitude,Population_Density,GDP_PPP
1323,DS0368,TOGO,"(6.216077,1.222468)","6.216077,1.222468",6.216077,1.222468,131,1793293.0
1324,DP4549,TOGO,"(6.177627,1.289785)","6.177627,1.289785",6.177627,1.289785,223,4033614.8
1325,DR5495,TOGO,"(6.259907,1.138068)","6.259907,1.138068",6.259907,1.138068,223,886818.06
1326,DP9414,TOGO,"(6.433708,1.21295)","6.433708,1.21295",6.433708,1.21295,129,5841908.5
1327,DS1538,TOGO,"(6.150944,1.266773)","6.150944,1.266773",6.150944,1.266773,223,7387100.0
1328,DP0911,TOGO ,"(6.190392,1.091408)","6.190392,1.091408",6.190392,1.091408,161,232331.25
1329,DP0129,TOGO ,"(6.237912,1.144435)","6.237912,1.144435",6.237912,1.144435,223,1771039.2
1330,DL6891,TOGO ,"(6.23725,1.144103)","6.23725,1.144103",6.23725,1.144103,223,1771039.2
1331,DR5061,TOGO,"(6.255488,1.119807)","6.255488,1.119807",6.255488,1.119807,223,162097.56
1332,DL7299,TOGO ,"(6.224737,1.157888)","6.224737,1.157888",6.224737,1.157888,223,402586.56
1333,DP5989,TOGO,"(6.178628,1.126987)","6.178628,1.126987",6.178628,1.126987,193,1648451.0
1334,DL8574,TOGO ,"(6.253897,1.145868)","6.253897,1.145868",6.253897,1.145868,223,1125408.6
1335,DR5509,TOGO,"(6.24748,1.294094)","6.24748,1.294094",6.24748,1.294094,131,758969.1
1336,DN3371,TOGO,"(6.210993,1.40298)","6.210993,1.40298",6.210993,1.40298,158,559165.6
1337,DL2835,TOGO,"(6.347108,1.19999)","6.347108,1.19999",6.347108,1.19999,129,
1338,DR3480,TOGO,"(6.219468,1.230572)","6.219468,1.230572",6.219468,1.230572,131,4012766.5
1339,DR5548,TOGO,"(6.165159,1.307224)","6.165159,1.307224",6.165159,1.307224,255,8101619.0
1340,DP5986,TOGO,"(6.254993,1.143696)","6.254993,1.143696",6.254993,1.143696,223,1125408.6
1341,DO6046,TOGO,"(6.150279,1.24457)","6.150279,1.24457",6.150279,1.24457,223,6958666.5
1342,DP5981,TOGO,"(6.18074,1.119469)","6.18074,1.119469",6.18074,1.119469,193,1955612.0
1343,DM4126,TOGO ,"(6.181613,1.119947)","6.181613,1.119947",6.181613,1.119947,193,1955612.0
1344,DP9364,TOGO,"(6.675569,1.159815)","6.675569,1.159815",6.675569,1.159815,129,969856.44
1345,DL2958,TOGO,"(6.347143,1.200067)","6.347143,1.200067",6.347143,1.200067,129,37149.387
1346,DP4628,TOGO,"(6.235015,1.142367)","6.235015,1.142367",6.235015,1.142367,223,1771039.2
1347,DS2019,TOGO,"(6.234328,1.141877)","6.234328,1.141877",6.234328,1.141877,223,1771039.2
1348,DL0130,TOGO ,"(6.240973,1.158025)","6.240973,1.158025",6.240973,1.158025,223,1771039.2
1349,DL0109,TOGO ,"(6.280312,1.142062)","6.280312,1.142062",6.280312,1.142062,223,659465.5
1350,DP9375,TOGO,"(6.251389,1.296008)","6.251389,1.296008",6.251389,1.296008,131,1359743.5
1351,DL9073,TOGO ,"(6.242116,1.286688)","6.242116,1.286688",6.242116,1.286688,131,758969.1
1352,DR0101,TOGO,"(6.381255,1.202687)","6.381255,1.202687",6.381255,1.202687,129,35291.363
1353,DL8587,TOGO ,"(6.176567,1.157292)","6.176567,1.157292",6.176567,1.157292,193,3552782.0
1354,DP9442,TOGO,"(6.212377,1.159146)","6.212377,1.159146",6.212377,1.159146,223,1350323.9
1355,DP0660,TOGO ,"(6.22851,1.160097)","6.22851,1.160097",6.22851,1.160097,223,2072166.0
1356,DP0167,TOGO ,"(6.18535,1.143088)","6.18535,1.143088",6.18535,1.143088,193,4447261.0
1357,DP0159,TOGO ,"(6.185377,1.143135)","6.185377,1.143135",6.185377,1.143135,193,4447261.0
1358,DP0138,TOGO ,"(6.185307,1.143092)","6.185307,1.143092",6.185307,1.143092,193,4447261.0
1359,DP0142,TOGO ,"(6.185372,1.143077)","6.185372,1.143077",6.185372,1.143077,193,4447261.0
1360,DL5709,TOGO ,"(6.162915,1.292747)","6.162915,1.292747",6.162915,1.292747,223,8101619.0
1361,DP6135,TOGO,"(6.177798,1.289515)","6.177798,1.289515",6.177798,1.289515,223,4033614.8
1362,DS0114,TOGO,"(6.26812,1.272295)","6.26812,1.272295",6.26812,1.272295,131,20537.701
1363,DR3879,TOGO,"(6.158037,1.319082)","6.158037,1.319082",6.158037,1.319082,255,2905833.8
1364,DP9278,TOGO,"(6.187893,1.411537)","6.187893,1.411537",6.187893,1.411537,255,3704107.8
1365,DN0733,TOGO,"(6.327832,1.238722)","6.327832,1.238722",6.327832,1.238722,129,203169.86
1366,DP6141,TOGO,"(6.20858,1.122002)","6.20858,1.122002",6.20858,1.122002,223,607585.94
1367,DL6880,TOGO ,"(6.24057,1.145043)","6.24057,1.145043",6.24057,1.145043,223,1771039.2
1368,DR1602,TOGO,"(6.270312,1.286957)","6.270312,1.286957",6.270312,1.286957,131,1758714.2
1369,DR3483,TOGO,"(6.207258,1.15151)","6.207258,1.15151",6.207258,1.15151,223,3187537.0
1370,DL1952,TOGO ,"(6.203015,1.112862)","6.203015,1.112862",6.203015,1.112862,223,375063.84
1371,DO6920,TOGO,"(6.182742,1.159938)","6.182742,1.159938",6.182742,1.159938,193,5979166.0
1372,DR5487,TOGO,"(6.231413,1.186342)","6.231413,1.186342",6.231413,1.186342,223,4693571.5
1373,DM0139,TOGO ,"(6.20725,1.233422)","6.20725,1.233422",6.20725,1.233422,131,3571936.0
1374,DM5537,TOGO,"(6.152431,1.201402)","6.152431,1.201402",6.152431,1.201402,223,9648100.0
1375,DL2875,TOGO ,"(6.178874,1.304335)","6.178874,1.304335",6.178874,1.304335,255,2845829.2
1376,DR0204,TOGO,"(6.178268,1.340697)","6.178268,1.340697",6.178268,1.340697,255,7306646.0
1377,DL1828,TOGO ,"(6.31216,1.207907)","6.31216,1.207907",6.31216,1.207907,129,
1378,DP3428,TOGO,"(6.200636,1.097158)","6.200636,1.097158",6.200636,1.097158,140,183216.48
1379,DP0618,TOGO ,"(6.176115,1.157498)","6.176115,1.157498",6.176115,1.157498,193,3552782.0
1380,DN3264,TOGO,"(6.181286,1.159381)","6.181286,1.159381",6.181286,1.159381,193,5979166.0
1381,DM7481,TOGO,"(6.324155,1.208872)","6.324155,1.208872",6.324155,1.208872,129,418233.06
1382,DM7525,TOGO,"(6.319893,1.210762)","6.319893,1.210762",6.319893,1.210762,129,418233.06
1383,DS1683,TOGO,"(6.188484,1.3252)","6.188484,1.3252",6.188484,1.3252,255,5692546.5
1384,DP9463,TOGO,"(6.433355,1.212507)","6.433355,1.212507",6.433355,1.212507,129,5841908.5
1385,DP9468,TOGO,"(6.186882,1.360778)","6.186882,1.360778",6.186882,1.360778,255,4114416.2
1386,DS1976,TOGO,"(6.148768,1.266423)","6.148768,1.266423",6.148768,1.266423,223,8195075.5
1387,DO9249,TOGO,"(6.200147,1.384687)","6.200147,1.384687",6.200147,1.384687,147,202580.62
1388,DM4121,TOGO ,"(6.20876,1.40688)","6.20876,1.40688",6.20876,1.40688,158,559165.6
1389,DS1964,TOGO,"(6.190377,1.385306)","6.190377,1.385306",6.190377,1.385306,255,4583441.0
1390,DP0914,TOGO ,"(6.235237,1.141947)","6.235237,1.141947",6.235237,1.141947,223,1771039.2
1391,DR0164,TOGO,"(6.256527,1.13874)","6.256527,1.13874",6.256527,1.13874,223,642518.5
1392,DP9597,TOGO,"(6.212655,1.159648)","6.212655,1.159648",6.212655,1.159648,223,1350323.9
1393,DL4251,TOGO ,"(6.212185,1.15998)","6.212185,1.15998",6.212185,1.15998,223,1350323.9
1394,DP0663,TOGO ,"(6.201561,1.118097)","6.201561,1.118097",6.201561,1.118097,223,997554.6
1395,DN5934,TOGO,"(6.180423,1.123846)","6.180423,1.123846",6.180423,1.123846,193,1955612.0
1396,DP4637,TOGO,"(6.161248,1.314128)","6.161248,1.314128",6.161248,1.314128,255,7864941.0
1397,DR5058,TOGO,"(6.430191,1.215562)","6.430191,1.215562",6.430191,1.215562,129,10633688.0
1398,DO9095,TOGO,"(6.142993,1.264837)","6.142993,1.264837",6.142993,1.264837,223,8195075.5
1399,DS1610,TOGO,"(6.22373,1.130232)","6.22373,1.130232",6.22373,1.130232,223,870538.94
1400,DR9274,TOGO,"(6.223167,1.144625)","6.223167,1.144625",6.223167,1.144625,223,402586.56
1401,DP6198,TOGO,"(6.221723,1.146673)","6.221723,1.146673",6.221723,1.146673,223,402586.56
1402,DO6930,TOGO,"(6.221108,1.187122)","6.221108,1.187122",6.221108,1.187122,223,3893204.2
1403,DP0629,TOGO ,"(6.221663,1.157965)","6.221663,1.157965",6.221663,1.157965,223,402586.56
1404,DK1659,TOGO ,"(6.250898,1.155293)","6.250898,1.155293",6.250898,1.155293,223,1125408.6
1405,DP9499,TOGO,"(6.232423,1.186413)","6.232423,1.186413",6.232423,1.186413,223,4693571.5
1406,DO9271,TOGO,"(6.172195,1.292304)","6.172195,1.292304",6.172195,1.292304,223,8251214.0
1407,DR9071,TOGO,"(6.221322,1.188732)","6.221322,1.188732",6.221322,1.188732,223,3893204.2
1408,DR4502,TOGO,"(6.250403,1.295019)","6.250403,1.295019",6.250403,1.295019,131,1359743.5
1409,DP4028,TOGO,"(6.245477,1.291568)","6.245477,1.291568",6.245477,1.291568,131,758969.1
1410,DR7369,TOGO,"(6.267848,1.223888)","6.267848,1.223888",6.267848,1.223888,131,1244444.8
1411,DM5543,TOGO,"(6.185127,1.162834)","6.185127,1.162834",6.185127,1.162834,193,4502442.5
1412,DR9257,TOGO,"(6.252953,1.118777)","6.252953,1.118777",6.252953,1.118777,223,162097.56
1413,DR0232,TOGO,"(6.244957,1.158993)","6.244957,1.158993",6.244957,1.158993,223,2265393.2
1414,DR4554,Togo ,"(6.20341,1.419252)","6.20341,1.419252",6.20341,1.419252,158,1519006.8
1415,DN5953,TOGO,"(6.224378,1.23367)","6.224378,1.23367",6.224378,1.23367,131,2672991.0
1416,DP0682,TOGO ,"(6.189488,1.320837)","6.189488,1.320837",6.189488,1.320837,255,4748061.0
1417,DL2839,TOGO,"(6.235826,1.187515)","6.235826,1.187515",6.235826,1.187515,223,4617742.0
1418,DP9474,TOGO,"(6.124439,1.220804)","6.124439,1.220804",6.124439,1.220804,223,
1419,DO7028,TOGO,"(6.124487,1.220845)","6.124487,1.220845",6.124487,1.220845,223,
1420,DP0897,TOGO ,"(6.12443,1.22068)","6.12443,1.22068",6.12443,1.22068,223,
1421,DO7045,TOGO,"(6.124303,1.220605)","6.124303,1.220605",6.124303,1.220605,223,
1422,DO7695,TOGO,"(6.245802,1.158173)","6.245802,1.158173",6.245802,1.158173,223,1314133.0
1423,DS0070,TOGO,"(6.30856,1.22231)","6.30856,1.22231",6.30856,1.22231,129,584194.0
1424,DM3390,TOGO,"(6.279271,1.141873)","6.279271,1.141873",6.279271,1.141873,223,659465.5
1425,DP5969,TOGO,"(6.223635,1.189162)","6.223635,1.189162",6.223635,1.189162,223,3893204.2
1426,DL9081,TOGO ,"(6.267622,1.223568)","6.267622,1.223568",6.267622,1.223568,131,1244444.8
1427,DR6897,TOGO,"(6.179165,1.286547)","6.179165,1.286547",6.179165,1.286547,223,4033614.8
1428,DR5431,TOGO,"(6.213428,1.444998)","6.213428,1.444998",6.213428,1.444998,158,555565.06
1429,DM0330,TOGO ,"(6.215899,1.231092)","6.215899,1.231092",6.215899,1.231092,131,2407498.5
1430,DM5384,TOGO,"(6.171761,1.304789)","6.171761,1.304789",6.171761,1.304789,255,8251214.0
1431,DP4620,TOGO,"(6.142717,1.264243)","6.142717,1.264243",6.142717,1.264243,223,8195075.5
1432,DR9218,TOGO,"(6.199438,1.116987)","6.199438,1.116987",6.199438,1.116987,193,2238850.5
1433,DL4242,TOGO ,"(6.18507,1.16317)","6.18507,1.16317",6.18507,1.16317,193,4502442.5
1434,DO6699,TOGO,"(6.208978,1.163652)","6.208978,1.163652",6.208978,1.163652,223,1350323.9
1435,DP6210,TOGO,"(6.179675,1.131458)","6.179675,1.131458",6.179675,1.131458,193,1648451.0
1436,DL2997,TOGO ,"(6.181519,1.386653)","6.181519,1.386653",6.181519,1.386653,255,2707860.0
1437,DL7308,TOGO ,"(6.168777,1.305972)","6.168777,1.305972",6.168777,1.305972,255,8251214.0
1438,DR0041,TOGO,"(6.270497,1.282547)","6.270497,1.282547",6.270497,1.282547,131,303934.25
1439,DS0849,TOGO,"(6.234875,1.188002)","6.234875,1.188002",6.234875,1.188002,223,4617742.0
1440,DR9039,TOGO,"(6.124445,1.221416)","6.124445,1.221416",6.124445,1.221416,223,
1441,DL4196,TOGO ,"(6.227487,1.18919)","6.227487,1.18919",6.227487,1.18919,223,4693571.5
1442,DM5627,TOGO,"(6.270257,1.224726)","6.270257,1.224726",6.270257,1.224726,131,1244444.8
1443,DL2874,TOGO ,"(6.180745,1.095438)","6.180745,1.095438",6.180745,1.095438,161,181740.5
1444,DP6157,TOGO,"(6.230393,1.16097)","6.230393,1.16097",6.230393,1.16097,223,2072166.0
1445,DR5498,TOGO,"(6.18361,1.140473)","6.18361,1.140473",6.18361,1.140473,193,3598585.2
1446,DR4537,Togo ,"(6.176911,1.289123)","6.176911,1.289123",6.176911,1.289123,223,4033614.8
1447,DL4171,TOGO ,"(6.168723,1.207798)","6.168723,1.207798",6.168723,1.207798,223,9997250.0
1448,DR3837,TOGO,"(6.18035,1.28568)","6.18035,1.28568",6.18035,1.28568,223,4033614.8
1449,DL1827,TOGO ,"(6.177235,1.15846)","6.177235,1.15846",6.177235,1.15846,193,5979166.0
1450,DP6132,TOGO,"(6.179304,1.159117)","6.179304,1.159117",6.179304,1.159117,193,5979166.0
1451,DM0069,TOGO ,"(6.270912,1.196817)","6.270912,1.196817",6.270912,1.196817,223,3517.6924
1452,DP0686,TOGO ,"(6.233297,1.121907)","6.233297,1.121907",6.233297,1.121907,223,1878592.6
1453,DL8845,TOGO ,"(6.231837,1.124392)","6.231837,1.124392",6.231837,1.124392,223,1878592.6
1454,DM3394,TOGO,"(6.180902,1.13663)","6.180902,1.13663",6.180902,1.13663,193,1922679.8
1455,DL5003,TOGO,"(6.218857,1.231617)","6.218857,1.231617",6.218857,1.231617,131,4012766.5
1456,DP4568,TOGO,"(6.214492,1.231452)","6.214492,1.231452",6.214492,1.231452,131,2407498.5
1457,DR9146,TOGO,"(6.187381,1.325631)","6.187381,1.325631",6.187381,1.325631,255,5692546.5
1458,DL4280,TOGO ,"(6.123601,1.224068)","6.123601,1.224068",6.123601,1.224068,223,
1459,DR9155,TOGO,"(6.430295,1.214742)","6.430295,1.214742",6.430295,1.214742,129,10633688.0
1460,DR1759,TOGO,"(6.198095,1.412922)","6.198095,1.412922",6.198095,1.412922,255,2788100.2
1461,DM3207,TOGO,"(6.173244,1.158145)","6.173244,1.158145",6.173244,1.158145,193,2401411.2
1462,DL1823,TOGO ,"(6.177227,1.158533)","6.177227,1.158533",6.177227,1.158533,193,5979166.0
1463,DL1903,TOGO ,"(6.17729,1.158543)","6.17729,1.158543",6.17729,1.158543,193,5979166.0
1464,DP4594,TOGO,"(6.353905,1.203462)","6.353905,1.203462",6.353905,1.203462,129,
1465,DN5933,TOGO,"(6.316799,1.232894)","6.316799,1.232894",6.316799,1.232894,129,1940402.9
1466,DL6928,TOGO ,"(6.261601,1.181687)","6.261601,1.181687",6.261601,1.181687,223,1298507.2
1467,DP5941,TOGO,"(6.2361,1.18664)","6.2361,1.18664",6.2361,1.18664,223,4617742.0
1468,DP4607,TOGO,"(6.17629,1.289233)","6.17629,1.289233",6.17629,1.289233,223,4033614.8
1469,DL5328,TOGO,"(6.16372,1.264907)","6.16372,1.264907",6.16372,1.264907,223,7762131.5
1470,DR4480,TOGO,"(6.284597,1.200853)","6.284597,1.200853",6.284597,1.200853,131,61167.113
1471,DL7290,TOGO ,"(6.187654,1.092922)","6.187654,1.092922",6.187654,1.092922,161,417315.94
1472,DM3265,TOGO,"(6.314082,1.227708)","6.314082,1.227708",6.314082,1.227708,129,864139.25
1473,DM3197,TOGO,"(6.264212,1.19548)","6.264212,1.19548",6.264212,1.19548,223,2239202.5
1474,DR1681,TOGO,"(6.25412,1.140596)","6.25412,1.140596",6.25412,1.140596,223,642518.5
1475,DM5434,TOGO,"(6.221508,1.186182)","6.221508,1.186182",6.221508,1.186182,223,3893204.2
1476,DM0277,TOGO ,"(6.264643,1.179423)","6.264643,1.179423",6.264643,1.179423,223,1298507.2
1477,DS1660,TOGO,"(6.242337,1.159886)","6.242337,1.159886",6.242337,1.159886,223,2265393.2
1478,DR4672,Togo ,"(6.17851,1.286808)","6.17851,1.286808",6.17851,1.286808,223,4033614.8
1479,DO9235,TOGO,"(6.16948,1.305969)","6.16948,1.305969",6.16948,1.305969,255,8251214.0
1480,DK3806,TOGO ,"(6.167258,1.208083)","6.167258,1.208083",6.167258,1.208083,223,9997250.0
1481,DM0278,TOGO ,"(6.180637,1.117628)","6.180637,1.117628",6.180637,1.117628,193,1955612.0
1482,DL2994,TOGO ,"(6.191514,1.385878)","6.191514,1.385878",6.191514,1.385878,255,4583441.0
1483,DT0569,TOGO,"(6.184908,1.163914)","6.184908,1.163914",6.184908,1.163914,193,4502442.5
1484,DL7370,TOGO ,"(6.174218,1.158328)","6.174218,1.158328",6.174218,1.158328,193,2401411.2
1485,DR6933,TOGO,"(6.208625,1.123612)","6.208625,1.123612",6.208625,1.123612,223,607585.94
1486,DR5571,TOGO,"(6.598772,1.503658)","6.598772,1.503658",6.598772,1.503658,149,11358019.0
1487,DO9245,TOGO,"(6.153763,1.27802)","6.153763,1.27802",6.153763,1.27802,223,7417500.5
1488,DO9279,TOGO,"(6.153743,1.278125)","6.153743,1.278125",6.153743,1.278125,223,7417500.5
1489,DO9163,TOGO,"(6.153692,1.278092)","6.153692,1.278092",6.153692,1.278092,223,7417500.5
1490,DL0128,TOGO ,"(6.172112,1.253308)","6.172112,1.253308",6.172112,1.253308,223,7171222.0
1491,DR4568,TOGO,"(6.183233,1.253356)","6.183233,1.253356",6.183233,1.253356,223,8064477.5
1492,DN0679,TOGO,"(6.248536,1.293052)","6.248536,1.293052",6.248536,1.293052,131,758969.1
1493,DR1742,TOGO ,"(6.237228,1.188013)","6.237228,1.188013",6.237228,1.188013,223,4617742.0
1494,DL6990,TOGO ,"(6.124458,1.222298)","6.124458,1.222298",6.124458,1.222298,223,
1495,DL7288,TOGO ,"(6.433767,1.20973)","6.433767,1.20973",6.433767,1.20973,129,5841908.5
1496,DR9278,TOGO,"(6.344008,1.201727)","6.344008,1.201727",6.344008,1.201727,129,37149.387
1497,DL2984,TOGO,"(6.32151,1.211162)","6.32151,1.211162",6.32151,1.211162,129,418233.06
1498,DL9074,TOGO ,"(6.217603,1.12503)","6.217603,1.12503",6.217603,1.12503,223,870538.94
1499,DR4920,TOGO,"(6.232218,1.137048)","6.232218,1.137048",6.232218,1.137048,223,1375074.4
1500,DR4507,TOGO,"(6.238362,1.118184)","6.238362,1.118184",6.238362,1.118184,223,1736503.5
1501,DP4629,TOGO,"(6.245115,1.160003)","6.245115,1.160003",6.245115,1.160003,223,2265393.2
1502,DN3416,TOGO,"(6.220393,1.21934)","6.220393,1.21934",6.220393,1.21934,131,4437533.5
1503,DN0739,TOGO,"(6.167525,1.264681)","6.167525,1.264681",6.167525,1.264681,223,5538392.0
1504,DO7021,TOGO,"(6.171152,1.205928)","6.171152,1.205928",6.171152,1.205928,223,9997250.0
1505,DR9214,TOGO,"(6.167757,1.210062)","6.167757,1.210062",6.167757,1.210062,223,5973005.0
1506,DL8850,TOGO ,"(6.187654,1.324237)","6.187654,1.324237",6.187654,1.324237,255,4748061.0
1507,DR3510,TOGO,"(6.186943,1.325692)","6.186943,1.325692",6.186943,1.325692,255,5692546.5
1508,DP6101,TOGO,"(6.255515,1.145972)","6.255515,1.145972",6.255515,1.145972,223,1125408.6
1509,DK1635,TOGO ,"(6.236365,1.188178)","6.236365,1.188178",6.236365,1.188178,223,4617742.0
1510,DS0030,TOGO,"(6.429633,1.193045)","6.429633,1.193045",6.429633,1.193045,129,
1511,DR5572,TOGO,"(6.21081,1.183152)","6.21081,1.183152",6.21081,1.183152,223,4574737.0
1512,DL5703,TOGO ,"(6.20537,1.16448)","6.20537,1.16448",6.20537,1.16448,223,2426075.2
1513,DK4152,TOGO ,"(6.196835,1.095293)","6.196835,1.095293",6.196835,1.095293,161,226463.56
1514,DR6925,TOGO,"(6.171027,1.158781)","6.171027,1.158781",6.171027,1.158781,193,7493468.5
1515,DP4622,TOGO,"(6.208628,1.123458)","6.208628,1.123458",6.208628,1.123458,223,607585.94
1516,DL1942,TOGO ,"(6.239345,1.117837)","6.239345,1.117837",6.239345,1.117837,223,1736503.5
1517,DL6999,TOGO ,"(6.218362,1.186013)","6.218362,1.186013",6.218362,1.186013,223,3893204.2
1518,DM0299,TOGO ,"(6.224475,1.185343)","6.224475,1.185343",6.224475,1.185343,223,3893204.2
1519,DN3058,TOGO,"(6.212248,1.1838)","6.212248,1.1838",6.212248,1.1838,223,3694119.2
1520,DN0743,TOGO,"(6.171098,1.205903)","6.171098,1.205903",6.171098,1.205903,223,9997250.0
1521,DO9268,TOGO,"(6.190073,1.366722)","6.190073,1.366722",6.190073,1.366722,255,2660769.8
1522,DM3398,TOGO,"(6.190702,1.367647)","6.190702,1.367647",6.190702,1.367647,255,2660769.8
1523,DR4499,TOGO,"(6.203965,1.420342)","6.203965,1.420342",6.203965,1.420342,158,1519006.8
1524,DM3321,TOGO,"(6.230317,1.216213)","6.230317,1.216213",6.230317,1.216213,131,4734318.5
1525,DP5992,TOGO,"(6.22495,1.21699)","6.22495,1.21699",6.22495,1.21699,131,4437533.5
1526,DR6717,TOGO,"(6.197827,1.270992)","6.197827,1.270992",6.197827,1.270992,223,5165992.0
1527,DP5965,TOGO,"(6.179846,1.284881)","6.179846,1.284881",6.179846,1.284881,223,4033614.8
1528,DL1948,TOGO ,"(6.184802,1.163932)","6.184802,1.163932",6.184802,1.163932,193,4502442.5
1529,DR4679,Togo ,"(6.257964,1.130433)","6.257964,1.130433",6.257964,1.130433,223,548049.6
1530,DR6773,TOGO,"(6.20092,1.210052)","6.20092,1.210052",6.20092,1.210052,131,2461021.0
1531,DR3512,TOGO,"(6.225058,1.216924)","6.225058,1.216924",6.225058,1.216924,131,4335390.5
1532,DR1791,TOGO,"(6.228876,1.216605)","6.228876,1.216605",6.228876,1.216605,131,4734318.5
1533,DR8400,TOGO,"(6.186048,1.359316)","6.186048,1.359316",6.186048,1.359316,255,4114416.2
1534,DR6700,TOGO,"(6.188767,1.16309)","6.188767,1.16309",6.188767,1.16309,193,4502442.5
1535,DR0216,TOGO,"(6.205843,1.165252)","6.205843,1.165252",6.205843,1.165252,223,2426075.2
1536,DK3817,TOGO ,"(6.179475,1.159748)","6.179475,1.159748",6.179475,1.159748,193,5979166.0
1537,DP0144,TOGO ,"(6.209132,1.123583)","6.209132,1.123583",6.209132,1.123583,223,607585.94
1538,DM0325,TOGO ,"(6.220298,1.146475)","6.220298,1.146475",6.220298,1.146475,223,402586.56
1539,DO6948,TOGO,"(6.198508,1.263978)","6.198508,1.263978",6.198508,1.263978,223,7955569.0
1540,DS2018,TOGO,"(6.223745,1.159663)","6.223745,1.159663",6.223745,1.159663,223,1797972.5
1541,DR6787,TOGO,"(6.58478,1.481301)","6.58478,1.481301",6.58478,1.481301,136,
1542,DL5720,TOGO ,"(6.231507,1.161127)","6.231507,1.161127",6.231507,1.161127,223,2072166.0
1543,DL5789,TOGO ,"(6.119715,1.210752)","6.119715,1.210752",6.119715,1.210752,223,2095216.0
1544,DP6175,TOGO,"(6.259165,1.048702)","6.259165,1.048702",6.259165,1.048702,140,
1545,DM3309,TOGO,"(6.179498,1.305995)","6.179498,1.305995",6.179498,1.305995,255,2845829.2
1546,DS1692,TOGO,"(6.258227,1.29491)","6.258227,1.29491",6.258227,1.29491,131,1359743.5
1547,DN0771,TOGO,"(6.196236,1.265583)","6.196236,1.265583",6.196236,1.265583,223,7955569.0
1548,DR0226,TOGO,"(6.257352,1.133638)","6.257352,1.133638",6.257352,1.133638,223,642518.5
1549,DS1546,TOGO,"(6.16481,1.265387)","6.16481,1.265387",6.16481,1.265387,223,7762131.5
1550,DM0324,TOGO ,"(6.190637,1.368655)","6.190637,1.368655",6.190637,1.368655,255,2660769.8
1551,DS2045,TOGO,"(6.211143,1.184478)","6.211143,1.184478",6.211143,1.184478,223,3694119.2
1552,DL5710,TOGO ,"(6.26586,1.137962)","6.26586,1.137962",6.26586,1.137962,223,886818.06
1553,DS0166,TOGO,"(6.258285,1.294912)","6.258285,1.294912",6.258285,1.294912,131,1359743.5
1554,DP3553,TOGO,"(6.26245,1.269725)","6.26245,1.269725",6.26245,1.269725,131,866346.94
1555,DP5951,TOGO,"(6.123875,1.226323)","6.123875,1.226323",6.123875,1.226323,223,
1556,DS0140,TOGO,"(6.188947,1.163207)","6.188947,1.163207",6.188947,1.163207,193,4502442.5
1557,DL4121,TOGO ,"(6.171673,1.159062)","6.171673,1.159062",6.171673,1.159062,193,7493468.5
1558,DR8384,TOGO,"(6.338398,1.231092)","6.338398,1.231092",6.338398,1.231092,129,303187.8
1559,DP4626,TOGO,"(6.254057,1.152432)","6.254057,1.152432",6.254057,1.152432,223,1125408.6
1560,DP6099,TOGO,"(6.212603,1.123778)","6.212603,1.123778",6.212603,1.123778,223,607585.94
1561,DR9282,TOGO,"(6.239496,1.142835)","6.239496,1.142835",6.239496,1.142835,223,1771039.2
1562,DS1591,TOGO,"(6.230041,1.162318)","6.230041,1.162318",6.230041,1.162318,223,2072166.0
1563,DP5984,TOGO,"(6.231238,1.161385)","6.231238,1.161385",6.231238,1.161385,223,2072166.0
1564,DR4559,TOGO,"(6.162316,1.266218)","6.162316,1.266218",6.162316,1.266218,223,7762131.5
